Directorio,¿Juega videojuegos?,¿Con qué frecuencia?
3087101,2,0
3087102,1,3
3087102,2,0
3087103,1,4
3087103,2,0
3087105,2,0
3087105,2,0
3087105,2,0
3087106,1,2
3087106,2,0
3087106,2,0
3087107,1,1
3087107,2,0
3087107,2,0
3087108,2,0
3087108,2,0
3087108,2,0
3087109,1,4
3087109,2,0
3087110,2,0
3087110,2,0
3087110,2,0
3087111,1,4
3087111,2,0
3087111,2,0
3087111,2,0
3087112,1,2
3087112,2,0
3087112,2,0
3087113,1,3
3087113,2,0
3087114,1,1
3087114,1,2
3087114,2,0
3087114,2,0
3087114,2,0
3087114,2,0
3087115,2,0
3087115,2,0
3087115,2,0
3087116,2,0
3087116,2,0
3087116,2,0
3087117,1,2
3087117,1,2
3087117,1,2
3087117,1,3
3087117,2,0
3087118,2,0
3087118,2,0
3087119,2,0
3087119,2,0
3087120,1,1
3087120,2,0
3087121,2,0
3087122,2,0
3087122,2,0
3087123,1,2
3087123,2,0
3087123,2,0
3087124,2,0
3087124,2,0
3087124,2,0
3087124,2,0
3087124,2,0
3087125,2,0
3087125,2,0
3087125,2,0
3087126,2,0
3087126,2,0
3087127,2,0
3087127,2,0
3087127,2,0
3087127,2,0
3087128,2,0
3087129,2,0
3087130,2,0
3087130,2,0
3087131,2,0
3087131,2,0
3087132,2,0
3087133,1,3
3087133,2,0
3087134,2,0
3087134,2,0
3087134,2,0
3087135,2,0
3087136,2,0
3087136,2,0
3087137,2,0
3087137,2,0
3087137,2,0
3087138,1,3
3087139,2,0
3087139,2,0
3087139,2,0
3087140,2,0
3087140,2,0
3087141,1,1
3087141,1,2
3087141,2,0
3087141,2,0
3087142,2,0
3087142,2,0
3087143,2,0
3087143,2,0
3087144,2,0
3087144,2,0
3087145,2,0
3087146,2,0
3087146,2,0
3087147,2,0
3087147,2,0
3087148,2,0
3087148,2,0
3087148,2,0
3087149,2,0
3087149,2,0
3087150,1,2
3087150,1,2
3087150,2,0
3087150,2,0
3087150,2,0
3087150,2,0
3087151,2,0
3087151,2,0
3087151,2,0
3087151,2,0
3087152,2,0
3087153,2,0
3087153,2,0
3087153,2,0
3087154,2,0
3087154,2,0
3087155,2,0
3087155,2,0
3087155,2,0
3087155,2,0
3087156,2,0
3087157,2,0
3087157,2,0
3087158,2,0
3087158,2,0
3087158,2,0
3087159,2,0
3087159,2,0
3087159,2,0
3087159,2,0
3087160,1,1
3087160,2,0
3087160,2,0
3087160,2,0
3087160,2,0
3087160,2,0
3087160,2,0
3087161,2,0
3087161,2,0
3087162,2,0
3087162,2,0
3087163,2,0
3087163,2,0
3087163,2,0
3087164,1,2
3087164,2,0
3087165,2,0
3087165,2,0
3087165,2,0
3087165,2,0
3087166,2,0
3087166,2,0
3087166,2,0
3087166,2,0
3087167,2,0
3087168,2,0
3087168,2,0
3087169,2,0
3087169,2,0
3087170,2,0
3087170,2,0
3087170,2,0
3087170,2,0
3087171,2,0
3087172,2,0
3087172,2,0
3087172,2,0
3087173,2,0
3087173,2,0
3087174,2,0
3087174,2,0
3087174,2,0
3087175,2,0
3087175,2,0
3087175,2,0
3087176,2,0
3087176,2,0
3087177,1,2
3087177,2,0
3087177,2,0
3087177,2,0
3087177,2,0
3087178,2,0
3087178,2,0
3087179,2,0
3087179,2,0
3087179,2,0
3087181,2,0
3087181,2,0
3087182,2,0
3087182,2,0
3087182,2,0
3087183,2,0
3087183,2,0
3087183,2,0
3087184,2,0
3087184,2,0
3087184,2,0
3087185,2,0
3087185,2,0
3087186,2,0
3087186,2,0
3087186,2,0
3087186,2,0
3087186,2,0
3087186,2,0
3087186,2,0
3087186,2,0
3087187,1,2
3087187,2,0
3087187,2,0
3087187,2,0
3087187,2,0
3087188,2,0
3087188,2,0
3087188,2,0
3087188,2,0
3087189,2,0
3087189,2,0
3087189,2,0
3087189,2,0
3087191,1,2
3087191,2,0
3087191,2,0
3087191,2,0
3087192,1,2
3087192,2,0
3087192,2,0
3087192,2,0
3087193,2,0
3087193,2,0
3087194,1,3
3087196,2,0
3087196,2,0
3087196,2,0
3087197,2,0
3087199,2,0
3087199,2,0
3087200,1,2
3087200,2,0
3087201,2,0
3087201,2,0
3087201,2,0
3087203,1,3
3087203,2,0
3087203,2,0
3087203,2,0
3087204,2,0
3087204,2,0
3087206,1,3
3087206,2,0
3087206,2,0
3087207,1,1
3087207,1,2
3087207,2,0
3087207,2,0
3087208,2,0
3087208,2,0
3087208,2,0
3087209,2,0
3087209,2,0
3087209,2,0
3087210,2,0
3087211,1,2
3087211,2,0
3087211,2,0
3087212,1,2
3087212,2,0
3087212,2,0
3087213,2,0
3087213,2,0
3087214,1,2
3087214,2,0
3087215,2,0
3087215,2,0
3087215,2,0
3087216,2,0
3087216,2,0
3087216,2,0
3087217,1,1
3087217,2,0
3087217,2,0
3087217,2,0
3087218,1,2
3087218,2,0
3087219,2,0
3087219,2,0
3087221,2,0
3087221,2,0
3087222,1,1
3087222,2,0
3087222,2,0
3087222,2,0
3087223,1,2
3087223,2,0
3087223,2,0
3087225,2,0
3087226,1,2
3087226,2,0
3087226,2,0
3087226,2,0
3087227,2,0
3087229,2,0
3087229,2,0
3087230,2,0
3087231,2,0
3087231,2,0
3087232,2,0
3087232,2,0
3087234,1,2
3087234,2,0
3087234,2,0
3087236,1,2
3087236,2,0
3087236,2,0
3087236,2,0
3087236,2,0
3087236,2,0
3087237,2,0
3087237,2,0
3087238,2,0
3087238,2,0
3087239,2,0
3087239,2,0
3087239,2,0
3087240,2,0
3087240,2,0
3087240,2,0
3087243,1,2
3087243,2,0
3087243,2,0
3087243,2,0
3087244,2,0
3087245,2,0
3087245,2,0
3087245,2,0
3087245,2,0
3087246,2,0
3087246,2,0
3087247,2,0
3087247,2,0
3087247,2,0
3087247,2,0
3087248,2,0
3087248,2,0
3087249,1,3
3087249,2,0
3087250,1,2
3087250,1,3
3087251,2,0
3087251,2,0
3087251,2,0
3087251,2,0
3087252,2,0
3087252,2,0
3087252,2,0
3087253,2,0
3087253,2,0
3087253,2,0
3087254,2,0
3087254,2,0
3087254,2,0
3087255,1,1
3087256,2,0
3087256,2,0
3087257,1,2
3087257,1,2
3087257,2,0
3087258,2,0
3087258,2,0
3087259,2,0
3087260,2,0
3087260,2,0
3087260,2,0
3087261,1,1
3087261,1,2
3087261,1,3
3087262,1,3
3087262,2,0
3087262,2,0
3087263,1,3
3087263,2,0
3087263,2,0
3087263,2,0
3087264,2,0
3087264,2,0
3087266,2,0
3087266,2,0
3087267,2,0
3087267,2,0
3087267,2,0
3087268,1,1
3087268,1,3
3087268,1,3
3087269,1,1
3087269,2,0
3087269,2,0
3087269,2,0
3087270,2,0
3087270,2,0
3087270,2,0
3087270,2,0
3087271,2,0
3087271,2,0
3087273,2,0
3087273,2,0
3087273,2,0
3087273,2,0
3087274,2,0
3087275,2,0
3087275,2,0
3087275,2,0
3087275,2,0
3087276,2,0
3087277,1,1
3087277,2,0
3087278,2,0
3087279,2,0
3087279,2,0
3087280,1,2
3087280,2,0
3087280,2,0
3087281,1,2
3087281,1,3
3087281,2,0
3087282,2,0
3087282,2,0
3087282,2,0
3087283,1,2
3087283,2,0
3087284,2,0
3087284,2,0
3087284,2,0
3087284,2,0
3087285,2,0
3087285,2,0
3087285,2,0
3087286,2,0
3087288,2,0
3087289,2,0
3087289,2,0
3087289,2,0
3087289,2,0
3087290,1,3
3087290,1,3
3087290,2,0
3087291,2,0
3087291,2,0
3087291,2,0
3087291,2,0
3087292,2,0
3087292,2,0
3087292,2,0
3087294,2,0
3087295,2,0
3087295,2,0
3087296,2,0
3087297,2,0
3087297,2,0
3087298,2,0
3087298,2,0
3087298,2,0
3087299,2,0
3087300,2,0
3087301,2,0
3087301,2,0
3087301,2,0
3087302,2,0
3087303,2,0
3087303,2,0
3087303,2,0
3087304,2,0
3087304,2,0
3087305,2,0
3087305,2,0
3087306,2,0
3087306,2,0
3087307,2,0
3087307,2,0
3087308,2,0
3087308,2,0
3087309,1,1
3087309,1,2
3087309,1,2
3087309,2,0
3087310,2,0
3087310,2,0
3087310,2,0
3087311,2,0
3087311,2,0
3087311,2,0
3087311,2,0
3087312,2,0
3087312,2,0
3087313,2,0
3087313,2,0
3087314,2,0
3087315,2,0
3087316,1,3
3087317,2,0
3087317,2,0
3087318,1,2
3087318,1,2
3087319,2,0
3087319,2,0
3087319,2,0
3087319,2,0
3087320,2,0
3087320,2,0
3087320,2,0
3087320,2,0
3087320,2,0
3087321,2,0
3087322,2,0
3087323,1,3
3087323,2,0
3087323,2,0
3087323,2,0
3087324,2,0
3087325,2,0
3087325,2,0
3087325,2,0
3087326,2,0
3087327,2,0
3087327,2,0
3087327,2,0
3087328,2,0
3087329,1,2
3087329,2,0
3087329,2,0
3087329,2,0
3087331,2,0
3087331,2,0
3087331,2,0
3087331,2,0
3087331,2,0
3087333,2,0
3087333,2,0
3087333,2,0
3087335,2,0
3087336,2,0
3087336,2,0
3087339,1,3
3087339,2,0
3087339,2,0
3087340,1,1
3087341,2,0
3087341,2,0
3087341,2,0
3087342,2,0
3087343,2,0
3087344,1,2
3087344,2,0
3087345,1,2
3087345,2,0
3087346,1,3
3087346,2,0
3087346,2,0
3087347,2,0
3087347,2,0
3087348,1,2
3087348,2,0
3087348,2,0
3087348,2,0
3087348,2,0
3087349,2,0
3087349,2,0
3087349,2,0
3087350,2,0
3087350,2,0
3087350,2,0
3087351,2,0
3087351,2,0
3087352,2,0
3087352,2,0
3087352,2,0
3087352,2,0
3087353,2,0
3087353,2,0
3087354,2,0
3087354,2,0
3087355,1,1
3087355,1,2
3087355,1,2
3087356,1,1
3087356,1,2
3087356,2,0
3087357,2,0
3087357,2,0
3087358,2,0
3087359,2,0
3087360,2,0
3087361,2,0
3087362,1,1
3087362,2,0
3087362,2,0
3087363,2,0
3087363,2,0
3087364,2,0
3087364,2,0
3087364,2,0
3087365,2,0
3087365,2,0
3087365,2,0
3087366,2,0
3087366,2,0
3087368,1,3
3087368,2,0
3087368,2,0
3087368,2,0
3087369,1,3
3087369,2,0
3087369,2,0
3087369,2,0
3087370,2,0
3087370,2,0
3087371,1,2
3087371,1,2
3087371,1,3
3087371,2,0
3087371,2,0
3087371,2,0
3087371,2,0
3087371,2,0
3087372,2,0
3087372,2,0
3087373,2,0
3087373,2,0
3087374,2,0
3087374,2,0
3087374,2,0
3087375,2,0
3087375,2,0
3087376,2,0
3087376,2,0
3087378,2,0
3087378,2,0
3087378,2,0
3087379,2,0
3087379,2,0
3087379,2,0
3087379,2,0
3087379,2,0
3087379,2,0
3087379,2,0
3087380,2,0
3087380,2,0
3087381,1,2
3087381,2,0
3087381,2,0
3087382,2,0
3087382,2,0
3087382,2,0
3087383,2,0
3087384,2,0
3087384,2,0
3087385,1,2
3087385,2,0
3087386,2,0
3087387,2,0
3087387,2,0
3087388,2,0
3087388,2,0
3087388,2,0
3087389,1,3
3087389,2,0
3087390,2,0
3087390,2,0
3087391,1,2
3087391,2,0
3087391,2,0
3087391,2,0
3087391,2,0
3087392,2,0
3087393,2,0
3087394,2,0
3087395,2,0
3087395,2,0
3087395,2,0
3087396,1,2
3087396,1,3
3087397,2,0
3087398,2,0
3087398,2,0
3087399,2,0
3087400,2,0
3087400,2,0
3087401,2,0
3087401,2,0
3087401,2,0
3087402,2,0
3087402,2,0
3087403,2,0
3087404,2,0
3087405,2,0
3087405,2,0
3087406,1,1
3087406,2,0
3087406,2,0
3087407,2,0
3087407,2,0
3087407,2,0
3087407,2,0
3087407,2,0
3087408,1,1
3087408,2,0
3087409,2,0
3087409,2,0
3087410,2,0
3087410,2,0
3087411,2,0
3087411,2,0
3087412,2,0
3087412,2,0
3087413,2,0
3087413,2,0
3087414,2,0
3087414,2,0
3087414,2,0
3087415,2,0
3087415,2,0
3087416,1,1
3087416,2,0
3087416,2,0
3087417,1,2
3087417,2,0
3087417,2,0
3087417,2,0
3087418,2,0
3087418,2,0
3087419,2,0
3087420,2,0
3087420,2,0
3087421,1,2
3087421,2,0
3087421,2,0
3087422,2,0
3087423,1,2
3087423,2,0
3087423,2,0
3087423,2,0
3087423,2,0
3087424,2,0
3087426,2,0
3087426,2,0
3087426,2,0
3087427,1,3
3087427,2,0
3087427,2,0
3087427,2,0
3087428,2,0
3087428,2,0
3087430,1,2
3087430,2,0
3087430,2,0
3087430,2,0
3087430,2,0
3087430,2,0
3087431,1,2
3087431,2,0
3087431,2,0
3087433,2,0
3087434,2,0
3087434,2,0
3087435,2,0
3087435,2,0
3087436,1,2
3087436,2,0
3087436,2,0
3087437,2,0
3087437,2,0
3087438,1,2
3087438,2,0
3087439,2,0
3087439,2,0
3087440,2,0
3087440,2,0
3087440,2,0
3087441,2,0
3087441,2,0
3087441,2,0
3087442,1,2
3087442,1,2
3087442,2,0
3087443,2,0
3087443,2,0
3087443,2,0
3087444,2,0
3087445,2,0
3087445,2,0
3087446,1,2
3087446,2,0
3087446,2,0
3087446,2,0
3087447,2,0
3087448,2,0
3087448,2,0
3087449,2,0
3087450,2,0
3087450,2,0
3087450,2,0
3087450,2,0
3087451,1,1
3087453,2,0
3087453,2,0
3087453,2,0
3087454,2,0
3087455,1,3
3087456,2,0
3087456,2,0
3087457,1,4
3087457,2,0
3087457,2,0
3087457,2,0
3087458,2,0
3087459,2,0
3087460,2,0
3087460,2,0
3087461,2,0
3087461,2,0
3087462,1,3
3087462,2,0
3087462,2,0
3087463,2,0
3087463,2,0
3087463,2,0
3087464,2,0
3087464,2,0
3087465,2,0
3087467,1,3
3087467,2,0
3087467,2,0
3087468,2,0
3087469,2,0
3087469,2,0
3087471,2,0
3087471,2,0
3087471,2,0
3087473,1,2
3087473,2,0
3087473,2,0
3087473,2,0
3087473,2,0
3087474,2,0
3087474,2,0
3087474,2,0
3087476,1,2
3087476,2,0
3087476,2,0
3087476,2,0
3087476,2,0
3087477,1,3
3087477,2,0
3087477,2,0
3087478,2,0
3087478,2,0
3087479,2,0
3087479,2,0
3087479,2,0
3087479,2,0
3087480,1,2
3087480,1,3
3087481,1,3
3087481,2,0
3087482,2,0
3087484,1,2
3087484,2,0
3087485,1,1
3087485,1,1
3087485,2,0
3087485,2,0
3087485,2,0
3087486,2,0
3087486,2,0
3087486,2,0
3087486,2,0
3087487,2,0
3087487,2,0
3087488,2,0
3087488,2,0
3087488,2,0
3087491,2,0
3087491,2,0
3087491,2,0
3087492,2,0
3087492,2,0
3087492,2,0
3087492,2,0
3087492,2,0
3087492,2,0
3087493,2,0
3087493,2,0
3087493,2,0
3087495,1,1
3087495,2,0
3087496,2,0
3087496,2,0
3087497,2,0
3087497,2,0
3087497,2,0
3087497,2,0
3087499,1,1
3087499,2,0
3087499,2,0
3087500,2,0
3087501,2,0
3087501,2,0
3087502,2,0
3087503,1,1
3087503,1,1
3087507,1,2
3087507,2,0
3087507,2,0
3087509,1,2
3087509,1,2
3087509,2,0
3087509,2,0
3087510,2,0
3087511,2,0
3087511,2,0
3087511,2,0
3087511,2,0
3087512,2,0
3087512,2,0
3087513,2,0
3087513,2,0
3087513,2,0
3087513,2,0
3087515,2,0
3087515,2,0
3087516,2,0
3087516,2,0
3087516,2,0
3087517,2,0
3087518,2,0
3087518,2,0
3087518,2,0
3087519,2,0
3087519,2,0
3087520,2,0
3087520,2,0
3087521,1,3
3087521,2,0
3087521,2,0
3087523,2,0
3087524,2,0
3087524,2,0
3087524,2,0
3087525,2,0
3087525,2,0
3087526,2,0
3087526,2,0
3087526,2,0
3087526,2,0
3087526,2,0
3087526,2,0
3087527,1,2
3087527,2,0
3087528,2,0
3087529,2,0
3087530,1,2
3087531,1,2
3087531,2,0
3087531,2,0
3087531,2,0
3087531,2,0
3087531,2,0
3087532,2,0
3087532,2,0
3087533,2,0
3087533,2,0
3087534,1,2
3087534,2,0
3087534,2,0
3087534,2,0
3087535,1,3
3087535,2,0
3087535,2,0
3087536,2,0
3087536,2,0
3087536,2,0
3087536,2,0
3087536,2,0
3087537,2,0
3087537,2,0
3087537,2,0
3087537,2,0
3087538,2,0
3087538,2,0
3087539,2,0
3087540,2,0
3087540,2,0
3087541,2,0
3087541,2,0
3087541,2,0
3087542,1,1
3087542,1,2
3087542,2,0
3087542,2,0
3087543,2,0
3087543,2,0
3087543,2,0
3087543,2,0
3087544,2,0
3087544,2,0
3087545,2,0
3087545,2,0
3087545,2,0
3087546,2,0
3087546,2,0
3087547,1,3
3087547,2,0
3087549,2,0
3087549,2,0
3087551,1,3
3087551,1,4
3087552,2,0
3087552,2,0
3087552,2,0
3087553,1,1
3087553,2,0
3087553,2,0
3087554,1,2
3087554,1,3
3087554,1,4
3087554,2,0
3087554,2,0
3087554,2,0
3087554,2,0
3087554,2,0
3087555,2,0
3087557,2,0
3087557,2,0
3087559,2,0
3087559,2,0
3087560,2,0
3087561,2,0
3087561,2,0
3087561,2,0
3087562,2,0
3087562,2,0
3087563,2,0
3087563,2,0
3087563,2,0
3087563,2,0
3087564,2,0
3087564,2,0
3087566,2,0
3087566,2,0
3087566,2,0
3087566,2,0
3087567,1,2
3087567,2,0
3087568,1,2
3087568,2,0
3087568,2,0
3087569,2,0
3087569,2,0
3087569,2,0
3087570,1,3
3087570,2,0
3087570,2,0
3087570,2,0
3087571,2,0
3087571,2,0
3087572,2,0
3087573,2,0
3087573,2,0
3087573,2,0
3087575,1,2
3087575,2,0
3087575,2,0
3087575,2,0
3087575,2,0
3087576,1,3
3087576,2,0
3087577,1,2
3087577,1,3
3087577,2,0
3087577,2,0
3087579,2,0
3087579,2,0
3087579,2,0
3087579,2,0
3087580,2,0
3087584,2,0
3087585,2,0
3087586,1,1
3087586,2,0
3087586,2,0
3087586,2,0
3087587,2,0
3087588,1,3
3087588,2,0
3087588,2,0
3087588,2,0
3087589,2,0
3087589,2,0
3087589,2,0
3087590,2,0
3087591,1,2
3087591,2,0
3087592,1,3
3087592,1,4
3087592,2,0
3087592,2,0
3087594,2,0
3087594,2,0
3087595,1,2
3087595,1,2
3087595,1,2
3087595,2,0
3087595,2,0
3087595,2,0
3087595,2,0
3087595,2,0
3087595,2,0
3087595,2,0
3087595,2,0
3087595,2,0
3087595,2,0
3087596,2,0
3087596,2,0
3087596,2,0
3087596,2,0
3087598,2,0
3087598,2,0
3087598,2,0
3087598,2,0
3087598,2,0
3087599,2,0
3087600,2,0
3087602,2,0
3087603,2,0
3087603,2,0
3087603,2,0
3087604,2,0
3087604,2,0
3087605,2,0
3087605,2,0
3087605,2,0
3087606,1,3
3087606,2,0
3087607,2,0
3087608,2,0
3087608,2,0
3087609,1,3
3087609,2,0
3087610,2,0
3087611,1,1
3087611,1,2
3087611,2,0
3087611,2,0
3087612,2,0
3087612,2,0
3087613,2,0
3087614,2,0
3087614,2,0
3087614,2,0
3087614,2,0
3087615,2,0
3087615,2,0
3087616,1,1
3087616,2,0
3087617,2,0
3087618,1,2
3087618,1,3
3087618,2,0
3087619,1,2
3087619,2,0
3087619,2,0
3087620,1,4
3087620,2,0
3087621,1,2
3087621,1,2
3087621,2,0
3087621,2,0
3087621,2,0
3087622,2,0
3087622,2,0
3087623,1,3
3087623,2,0
3087623,2,0
3087624,1,2
3087624,1,2
3087624,2,0
3087624,2,0
3087625,2,0
3087625,2,0
3087625,2,0
3087625,2,0
3087625,2,0
3087626,2,0
3087626,2,0
3087627,1,1
3087627,2,0
3087627,2,0
3087628,2,0
3087628,2,0
3087628,2,0
3087628,2,0
3087628,2,0
3087628,2,0
3087629,1,2
3087629,2,0
3087629,2,0
3087630,2,0
3087630,2,0
3087631,2,0
3087631,2,0
3087632,2,0
3087632,2,0
3087633,2,0
3087633,2,0
3087633,2,0
3087634,1,1
3087634,1,1
3087634,2,0
3087634,2,0
3087635,1,2
3087635,1,4
3087635,2,0
3087636,1,2
3087636,2,0
3087636,2,0
3087638,2,0
3087638,2,0
3087639,1,2
3087639,1,2
3087639,2,0
3087639,2,0
3087639,2,0
3087640,2,0
3087640,2,0
3087641,1,1
3087641,2,0
3087641,2,0
3087641,2,0
3087642,2,0
3087643,1,2
3087643,2,0
3087644,2,0
3087644,2,0
3087644,2,0
3087645,2,0
3087645,2,0
3087645,2,0
3087646,2,0
3087646,2,0
3087647,1,3
3087647,2,0
3087648,2,0
3087648,2,0
3087648,2,0
3087648,2,0
3087648,2,0
3087648,2,0
3087649,2,0
3087649,2,0
3087650,2,0
3087651,1,3
3087651,1,4
3087651,2,0
3087652,2,0
3087653,1,2
3087653,2,0
3087653,2,0
3087653,2,0
3087654,2,0
3087654,2,0
3087654,2,0
3087654,2,0
3087655,1,3
3087655,2,0
3087655,2,0
3087655,2,0
3087655,2,0
3087656,2,0
3087656,2,0
3087657,2,0
3087657,2,0
3087658,2,0
3087658,2,0
3087659,1,2
3087659,2,0
3087659,2,0
3087659,2,0
3087660,1,2
3087660,1,2
3087660,2,0
3087660,2,0
3087661,1,2
3087661,2,0
3087661,2,0
3087661,2,0
3087661,2,0
3087662,2,0
3087662,2,0
3087663,2,0
3087664,2,0
3087664,2,0
3087665,1,2
3087665,2,0
3087666,1,1
3087666,2,0
3087666,2,0
3087666,2,0
3087667,2,0
3087667,2,0
3087668,2,0
3087668,2,0
3087668,2,0
3087668,2,0
3087669,2,0
3087669,2,0
3087669,2,0
3087670,1,3
3087670,2,0
3087671,2,0
3087671,2,0
3087672,1,2
3087672,1,3
3087676,1,3
3087676,1,3
3087677,1,2
3087677,1,2
3087677,2,0
3087677,2,0
3087679,1,2
3087679,2,0
3087680,1,2
3087680,1,4
3087681,2,0
3087681,2,0
3087682,2,0
3087682,2,0
3087683,2,0
3087683,2,0
3087684,1,1
3087684,2,0
3087684,2,0
3087684,2,0
3087684,2,0
3087686,1,1
3087686,1,1
3087686,1,1
3087686,2,0
3087686,2,0
3087689,2,0
3087690,1,2
3087690,1,2
3087690,2,0
3087691,1,1
3087691,1,3
3087691,2,0
3087691,2,0
3087692,2,0
3087692,2,0
3087693,2,0
3087693,2,0
3087693,2,0
3087694,1,2
3087694,2,0
3087694,2,0
3087695,1,1
3087695,1,2
3087695,2,0
3087695,2,0
3087696,2,0
3087696,2,0
3087696,2,0
3087696,2,0
3087699,2,0
3087700,2,0
3087700,2,0
3087701,2,0
3087702,1,3
3087703,2,0
3087705,2,0
3087706,2,0
3087706,2,0
3087706,2,0
3087708,1,4
3087709,2,0
3087709,2,0
3087711,2,0
3087712,2,0
3087712,2,0
3087713,2,0
3087714,2,0
3087714,2,0
3087715,2,0
3087715,2,0
3087717,1,2
3087717,2,0
3087717,2,0
3087717,2,0
3087717,2,0
3087717,2,0
3087718,2,0
3087720,1,2
3087720,1,2
3087720,2,0
3087720,2,0
3087720,2,0
3087721,1,3
3087721,1,4
3087723,1,1
3087723,2,0
3087724,2,0
3087724,2,0
3087724,2,0
3087726,2,0
3087729,2,0
3087729,2,0
3087730,2,0
3087730,2,0
3087731,2,0
3087731,2,0
3087731,2,0
3087731,2,0
3087731,2,0
3087732,1,2
3087732,2,0
3087732,2,0
3087732,2,0
3087733,1,1
3087733,2,0
3087733,2,0
3087734,2,0
3087734,2,0
3087734,2,0
3087735,1,4
3087736,1,1
3087736,1,3
3087736,2,0
3087737,2,0
3087737,2,0
3087737,2,0
3087738,2,0
3087738,2,0
3087739,1,4
3087739,2,0
3087740,2,0
3087740,2,0
3087740,2,0
3087741,2,0
3087741,2,0
3087742,1,3
3087742,2,0
3087742,2,0
3087742,2,0
3087744,2,0
3087744,2,0
3087744,2,0
3087745,1,1
3087745,2,0
3087747,2,0
3087748,2,0
3087749,2,0
3087751,1,2
3087751,2,0
3087751,2,0
3087752,2,0
3087752,2,0
3087753,1,2
3087753,1,2
3087753,2,0
3087753,2,0
3087753,2,0
3087753,2,0
3087753,2,0
3087754,1,1
3087754,1,1
3087754,1,3
3087754,1,4
3087754,2,0
3087755,1,1
3087755,2,0
3087755,2,0
3087757,1,3
3087757,2,0
3087757,2,0
3087757,2,0
3087757,2,0
3087757,2,0
3087757,2,0
3087758,1,2
3087758,2,0
3087758,2,0
3087759,1,1
3087759,2,0
3087761,2,0
3087761,2,0
3087762,2,0
3087762,2,0
3087762,2,0
3087762,2,0
3087762,2,0
3087764,2,0
3087764,2,0
3087765,1,2
3087765,2,0
3087765,2,0
3087765,2,0
3087765,2,0
3087766,2,0
3087766,2,0
3087766,2,0
3087766,2,0
3087768,1,3
3087768,2,0
3087768,2,0
3087768,2,0
3087768,2,0
3087769,1,3
3087769,2,0
3087769,2,0
3087769,2,0
3087770,2,0
3087770,2,0
3087770,2,0
3087770,2,0
3087771,2,0
3087771,2,0
3087771,2,0
3087772,1,2
3087772,1,2
3087772,2,0
3087772,2,0
3087772,2,0
3087773,2,0
3087774,1,2
3087774,2,0
3087774,2,0
3087774,2,0
3087774,2,0
3087775,2,0
3087775,2,0
3087775,2,0
3087776,1,2
3087776,2,0
3087777,2,0
3087778,1,1
3087778,2,0
3087778,2,0
3087779,2,0
3087779,2,0
3087779,2,0
3087780,1,3
3087781,1,1
3087781,1,2
3087781,2,0
3087781,2,0
3087781,2,0
3087781,2,0
3087781,2,0
3087782,2,0
3087782,2,0
3087782,2,0
3087783,1,2
3087783,1,4
3087783,2,0
3087783,2,0
3087783,2,0
3087784,2,0
3087784,2,0
3087785,2,0
3087785,2,0
3087786,2,0
3087786,2,0
3087786,2,0
3087786,2,0
3087787,1,1
3087787,2,0
3087787,2,0
3087787,2,0
3087788,2,0
3087788,2,0
3087789,1,1
3087789,1,3
3087789,2,0
3087789,2,0
3087790,2,0
3087790,2,0
3087790,2,0
3087791,2,0
3087791,2,0
3087792,1,2
3087792,1,2
3087792,2,0
3087792,2,0
3087792,2,0
3087792,2,0
3087792,2,0
3087794,1,2
3087794,2,0
3087794,2,0
3087796,2,0
3087796,2,0
3087796,2,0
3087797,1,2
3087797,1,2
3087797,2,0
3087797,2,0
3087798,2,0
3087799,2,0
3087800,2,0
3087800,2,0
3087801,2,0
3087802,1,2
3087802,2,0
3087802,2,0
3087803,1,2
3087803,2,0
3087804,2,0
3087804,2,0
3087804,2,0
3087804,2,0
3087804,2,0
3087806,2,0
3087808,2,0
3087808,2,0
3087808,2,0
3087809,1,2
3087809,2,0
3087810,1,4
3087810,2,0
3087811,1,3
3087811,2,0
3087812,2,0
3087813,2,0
3087814,2,0
3087816,2,0
3087816,2,0
3087817,2,0
3087818,2,0
3087818,2,0
3087818,2,0
3087820,2,0
3087821,1,2
3087821,2,0
3087821,2,0
3087822,2,0
3087823,2,0
3087823,2,0
3087823,2,0
3087823,2,0
3087825,2,0
3087825,2,0
3087826,1,2
3087826,2,0
3087826,2,0
3087827,1,1
3087827,1,4
3087827,1,4
3087827,2,0
3087827,2,0
3087827,2,0
3087828,2,0
3087828,2,0
3087829,2,0
3087829,2,0
3087830,2,0
3087830,2,0
3087831,1,1
3087831,1,1
3087831,1,2
3087831,2,0
3087832,2,0
3087834,1,2
3087834,2,0
3087834,2,0
3087834,2,0
3087834,2,0
3087834,2,0
3087835,2,0
3087835,2,0
3087836,1,3
3087837,2,0
3087837,2,0
3087837,2,0
3087838,2,0
3087838,2,0
3087838,2,0
3087839,2,0
3087839,2,0
3087841,2,0
3087842,2,0
3087842,2,0
3087843,2,0
3087844,2,0
3087844,2,0
3087845,2,0
3087845,2,0
3087845,2,0
3087845,2,0
3087846,2,0
3087846,2,0
3087846,2,0
3087847,1,2
3087847,2,0
3087848,1,1
3087848,1,2
3087848,1,2
3087848,1,3
3087848,2,0
3087848,2,0
3087848,2,0
3087848,2,0
3087848,2,0
3087848,2,0
3087849,2,0
3087850,2,0
3087850,2,0
3087850,2,0
3087850,2,0
